pbds_code,item_id,title,card_name,set_name,card_number,edition,print_variant,grader,grade,grade_label,sold_price,currency,shipping,transaction_type,bid_count,created_at,seller,seller_feedback,seller_feedback_pct,cert_number,location,condition,returns_accepted,obo_min_price,current_bid,watchers,listing_url
TRK053-2000-1E-STD,2.87327E+11,PSA 10 GEM MINT Dratini 53/82 Team Rocket 1ST EDITION Pokemon Card,Dratini,Team Rocket,53/82,1st Edition,Standard,PSA,Gem Mint 10,Gem Mint,215,USD,9.45,Best Offer,,5/19/2026,eqipuswrecksvtg,40,100%,,United States,New (Other),,,,, https://www.ebay.com/itm/287326626317
TRK014-2000-1E-HOLO,1.88326E+11,Pokemon Dark Weezing #14 Team Rocket 1st Edition CGC Pristine 10,Dark Weezing,Team Rocket,14/82,1st Edition,Holo,CGC,Pristine 10,Pristine,2000,USD,10,Best Offer,,5/9/2026,gradedneverfaded,1600,100%,,United States,New (Other),,,,, https://www.ebay.com/itm/188325854487
TRK012-2000-1E-HOLO,1.47309E+11,Pokemon Dark Slowbro (2000) Team Rocket - 1st Editiin - 12/82 Holo CGC 8,Dark Slowbro,Team Rocket,Dec-82,1st Edition,Holo,CGC,8,,106.99,USD,6.24,Best Offer,,5/24/2026,macaronitony_s_gold,55,100%,,United States,New (Other),,,,, https://www.ebay.com/itm/147309065260
TRK001-2000-1E-HOLO,1.37285E+11,Pokémon Dark Alakazam 1st Edition Holo Rare Team Rocket 1/82 PSA 8 2000,Dark Alakazam,Team Rocket,Jan-82,1st Edition,Holo,PSA,NM-MT 8,,200,USD,5.97,Best Offer,,5/7/2026,lilbal_28,32,100%,,United States,New (Other),,,,, https://www.ebay.com/itm/137285041703
TRK011-2000-1E-HOLO,2.67636E+11,CGC 9 MINT Dark Magneton Team Rocket 1st Edition 11/82 Holo Pokemon Card,Dark Magneton,Team Rocket,Nov-82,1st Edition,Holo,CGC,9,Mint,249.99,USD,0,Buy It Now,,5/1/2026,sergiocardsafari,1900,100%,,United States,New (Other),,,,, https://www.ebay.com/itm/267636176807
TRK083-2000-1E-HOLO,2.06277E+11,2000 POKEMON ROCKET 1ST EDITION #83 DARK RAICHU-HOLO PSA 7 - Basketball Orb!,Dark Raichu,Team Rocket,83/82,1st Edition,Holo,PSA,NM 7,,254.99,USD,0,Buy It Now,,5/26/2026,funkworkz,2500,100%,,United States,New (Other),,,,, https://www.ebay.com/itm/206277414477
TRK003-2000-1E-HOLO,1.27842E+11,Pokemon 1st Edition Dark Blastoise 3/82 Holo TCG Card PSA 8 (not BGS CGC) First,Dark Blastoise,Team Rocket,Mar-82,1st Edition,Holo,PSA,NM-MT 8,,625,USD,0,Buy It Now,,5/26/2026,queencityvinyl,1200,100%,,United States,New (Other),TRUE,,,, https://www.ebay.com/itm/127842385943
TRK008-2000-1E-HOLO,1.88053E+11,Pokemon Dark Gyarados #8 Team Rocket 1st Edition CGC 9 Mint,Dark Gyarados,Team Rocket,Aug-82,1st Edition,Holo,CGC,9,Mint,300,USD,10,Best Offer,,5/1/2026,gradedneverfaded,1600,100%,,United States,New (Other),,,,, https://www.ebay.com/itm/188053019808
TRK014-2000-1E-HOLO,1.17189E+11,2000 POKEMON ROCKET 1ST EDITION #14 DARK WEEZING-HOLO PSA 8,Dark Weezing,Team Rocket,14/82,1st Edition,Holo,PSA,NM-MT 8,,88,USD,5.99,Buy It Now,,5/13/2026,psa,574000,99.90%,,United States,New (Other),,,,, https://www.ebay.com/itm/117188949857
TRK008-2000-1E-HOLO,4.06933E+11,Pokémon Dark Gyarados Team Rocket 1st Edition Holo Rare 8/82 | PSA 9 | 2000,Dark Gyarados,Team Rocket,Aug-82,1st Edition,Holo,PSA,Mint 9,,475,USD,9.99,Best Offer,,5/17/2026,ja463528,65,100%,,United States,New (Other),,,,, https://www.ebay.com/itm/406932767285
TRK008-2000-1E-HOLO,2.27319E+11,Pokemon Dark Gyarados Team Rocket 1st Edition Holo Rare #8 PSA 9 Mint,Dark Gyarados,Team Rocket,Aug-82,1st Edition,Holo,PSA,Mint 9,Mint,425,USD,5.7,Best Offer,,5/6/2026,mur-323428,16,100%,,United States,New (Other),,,,, https://www.ebay.com/itm/227319104677
TRK039-2000-1E-STD,2.2725E+11,PSA 10 Pokemon Dark Kadabra 39 1st Edition Team Rocket Vintage Non-Holo,Dark Kadabra,Team Rocket,39/82,1st Edition,Standard,PSA,Gem Mint 10,,349.95,USD,0,Buy It Now,,5/8/2026,gold_tcg_collectibles,3700,100%,,United States,New (Other),,,,, https://www.ebay.com/itm/227250488008
TRK014-2000-1E-HOLO,3.77128E+11,2000 POKEMON ROCKET #14 DARK WEEZING - HOLO 1ST EDITION - PSA 9 - WOTC,Dark Weezing,Team Rocket,14/82,1st Edition,Holo,PSA,Mint 9,,245,USD,0,Best Offer,,5/5/2026,embercards,1200,99.90%,,United States,New (Other),TRUE,,,, https://www.ebay.com/itm/377127752512
TRK010-2000-1E-HOLO,3.06837E+11,Pokémon Dark Machamp CGC 7.5 Holo Team Rocket 1st Edition Card 10/82,Dark Machamp,Team Rocket,Oct-82,1st Edition,Holo,CGC,7.5,,95,USD,9.54,Best Offer,,3/22/2026,mic9108-nr5hhz1,129,100%,,United States,New (Other),,,,, https://www.ebay.com/itm/306837303856
TRK014-2000-1E-HOLO,3.58389E+11,Pokémon TCG - Dark Weezing Holo Rare 14/82 1st Edition - WOTC Team Rocket LP+,Dark Weezing,Team Rocket,14/82,1st Edition,Holo,,,,27,USD,0,Best Offer,,4/17/2026,relevantwarrior91,113,99.10%,,United States,Pre-Owned,,,,, https://www.ebay.com/itm/358389048778
TRK011-2000-1E-HOLO,2.06071E+11,2000 Pokémon Team Rocket #11 Dark Magneton Holo 1st Edition,Dark Magneton,Team Rocket,Nov-82,1st Edition,Holo,,,,425,USD,5.4,Best Offer,,3/19/2026,scotta_catch_em_all,185,98.10%,,United States,New (Other),,,,, https://www.ebay.com/itm/206071039963
TRK014-2000-1E-HOLO,1.27835E+11,Dark Weezing Holo 14/82 1st Edition PSA 9 Rocket Pokemon Card Game,Dark Weezing,Team Rocket,14/82,1st Edition,Holo,PSA,Mint 9,,155,USD,5.24,Best Offer,,5/14/2026,pickleballpete,7,100%,,United States,New (Other),,,,, https://www.ebay.com/itm/127835338078
TRK008-2000-1E-HOLO,2.36807E+11,Pokémon Dark Gyarados 8/82 Team Rocket Holo Rare 1st Edition PSA 8 2000,Dark Gyarados,Team Rocket,Aug-82,1st Edition,Holo,PSA,NM-MT 8,,240,USD,5.97,Best Offer,,5/11/2026,rk.sports_memorabilia,21,100%,,United States,New (Other),,,,, https://www.ebay.com/itm/236806948112
TRK032-2000-1E-STD,3.18213E+11,2000 POKEMON Team ROCKET 1ST ED #32 DARK CHARMELEON PSA 8,Dark Charmeleon,Team Rocket,32,1st Edition,Standard,PSA,NM-MT 8,,$6.50 ,USD,,Best Offer,,5/20/2026,kieffacards,352,98.80%,,United States,New (Other),,,,,https://www.ebay.com/itm/318212855906
TRK000-2000-1E-STD,3.97572E+11,Pokémon Dark Charmeleon 32/82 Team Rocket 1st Edition CGC 9,Dark Charmeleon,Team Rocket,,1st Edition,Standard,CGC,Mint 9,,$6.24 ,USD,,Best Offer,,4/14/2026,clockedoutcollectibles,11,100%,,United States,New (Other),,,,,https://www.ebay.com/itm/397572356759
TRK032-2000-1E-STD,2.67635E+11,2000 Pokemon Rocket Dark Charmeleon #32 1st Edition PSA 9 MINT,Dark Charmeleon,Team Rocket,32,1st Edition,Standard,PSA,Mint 9,Mint,$5.00 ,USD,,Best Offer,,4/12/2026,rogue_cardz,172,100%,,United States,New (Other),,,,,https://www.ebay.com/itm/267635236224
TRK000-2000-1E-STD,1.57711E+11,Pokemon Dark Charmeleon 1st Edition 32/82 BGS 9.5 Team Rocket 2000,Dark Charmeleon,Team Rocket,,1st Edition,Standard,BGS,Gem Mint 9.5,,$5.83 ,USD,,Best Offer,,3/5/2026,mojoe_pc,69,100%,,United States,New (Other),,,,,https://www.ebay.com/itm/157711403929
TRK000-2000-1E-STD,1.17127E+11,2000 Pokemon 1st Edition Team Rocket Dark Charmeleon PSA 9 MINT 32/82 Non Holo,Dark Charmeleon,Team Rocket,,1st Edition,Standard,PSA,Mint 9,Mint,$5.89 ,USD,,Buy It Now,,4/10/2026,haydunnofficial,87,100%,,United States,New (Other),,,,,https://www.ebay.com/itm/117127325711
TRK032-2000-1E-STD,8.00015E+11,2000 POKEMON ROCKET #32 DARK CHARMELEON 1ST EDITION - PSA 8,Dark Charmeleon,Team Rocket,32,1st Edition,Standard,PSA,NM-MT 8,,$6.95 ,USD,,Best Offer,,5/15/2026,card_attack25,104,100%,,United States,New (Other),,,,,https://www.ebay.com/itm/800015394978
TRK000-2000-1E-STD,2.06116E+11,2000 Pokémon Team Rocket Dark Charmeleon 1st Edition 32 PSA 9 Mint First,Dark Charmeleon,Team Rocket,,1st Edition,Standard,PSA,Mint 9,Mint,$5.00 ,USD,,Buy It Now,,3/7/2026,ssl221,989,100%,,United States,New (Other),,,,,https://www.ebay.com/itm/206116258635
TRK032-2000-1E-STD,3.06937E+11,2000 POKEMON ROCKET 1ST EDITION #32 DARK CHARMELEON PSA 1,Dark Charmeleon,Team Rocket,32,1st Edition,Standard,PSA,POOR 1,,$5.99 ,USD,,Best Offer,,5/15/2026,psa,574000,99.90%,,United States,New (Other),,,,,https://www.ebay.com/itm/306937474198
TRK000-2000-1E-STD,1.37161E+11,2000 Pokemon 1st Edition Team Rocket Dark Charmeleon PSA 9 MINT 32/82 Non Holo,Dark Charmeleon,Team Rocket,,1st Edition,Standard,PSA,Mint 9,Mint,$8.60 ,USD,,Best Offer,,3/31/2026,tykohl0,84,100%,,United States,New (Other),,,,,https://www.ebay.com/itm/137161072847
TRK032-2000-1E-STD,1.3719E+11,2000 POKEMON ROCKET 1ST EDITION #32 DARK CHARMELEON PSA 8 Graded Card,Dark Charmeleon,Team Rocket,32,1st Edition,Standard,PSA,NM-MT 8,,$5.89 ,USD,,Buy It Now,,4/3/2026,mostly_at_night_cards_and_games,576,100%,,United States,New (Other),,,,,https://www.ebay.com/itm/137190468944
TRK032-2000-1E-STD,1.68173E+11,2000 POKEMON ROCKET DARK CHARMELEON #32 1ST EDITION PSA 9!,Dark Charmeleon,Team Rocket,32,1st Edition,Standard,PSA,Mint 9,,$0.00 ,USD,,Buy It Now,,3/5/2026,mvpconsignments,60400,99.80%,,United States,New (Other),,,,,https://www.ebay.com/itm/168172600725
TRK000-2000-1E-STD,3.66424E+11,Pokemon Team Rocket Dark Charmeleon 1st Edition PSA 7 32/82 English 2000,Dark Charmeleon,Team Rocket,,1st Edition,Standard,PSA,NM 7,,$5.28 ,USD,,Best Offer,,5/23/2026,gymleadereric73,12,100%,,United States,New (Other),,,,,https://www.ebay.com/itm/366423522259
TRK000-2000-1E-STD,4.06935E+11,Pokémon Card 2000 Rocket 1st Edition DARK CHARMELEON 32/82 PSA 7,Dark Charmeleon,Team Rocket,,1st Edition,Standard,PSA,NM 7,,$5.62 ,USD,,Best Offer,,5/19/2026,greggscardshop,284,99.70%,,United States,New (Other),,,,,https://www.ebay.com/itm/406935190319
TRK000-2000-1E-STD,2.87341E+11,2000 Pokemon Dark Charmeleon Team Rocket 1st Edition 32/82 CGC 8.5 NM/MINT+,Dark Charmeleon,Team Rocket,,1st Edition,Standard,CGC,Near Mint/Mint+ 8.5,Mint,$5.99 ,USD,,Best Offer,,5/23/2026,marqueecollectibles,243,100%,,United States,New (Other),,,,,https://www.ebay.com/itm/287340960495
TRK000-2000-1E-HOLO,3.27107E+11,CGC 4.5 Dark Charizard 4/82 Holo Team Rocket 1st Edition Pokemon Card,Dark Charizard,Team Rocket,,1st Edition,Holo,CGC,4.5,,$0.00 ,USD,,Buy It Now,,4/20/2026,millenniumrose,48600,100%,,United States,New (Other),,,,,https://www.ebay.com/itm/327106635285
TRK000-2000-1E-HOLO,1.68049E+11,2000 POKEMON 1ST EDITION DARK CHARIZARD TEAM ROCKET Holo CGC 7.5,Dark Charizard,Team Rocket,,1st Edition,Holo,CGC,Near Mint+ 7.5,,$9.45 ,USD,,Best Offer,,3/5/2026,bearcr54,83,100%,,United States,New (Other),,,,,https://www.ebay.com/itm/168048824391
TRK004-2000-1E-HOLO,2.86985E+11,2000 Pokemon Team Rocket 1st Edition PSA 1 Dark Charizard Holo #4 WOTC,Dark Charizard,Team Rocket,4,1st Edition,Holo,PSA,POOR 1,,$0.00 ,USD,,Buy It Now,,4/16/2026,lh898,4400,100%,,United States,New (Other),,,,,https://www.ebay.com/itm/286984863335
TRK000-2000-1E-HOLO,3.27107E+11,CGC 5.5 Dark Charizard 4/82 Holo Team Rocket 1st Edition Pokemon Card,Dark Charizard,Team Rocket,,1st Edition,Holo,CGC,5.5,,$0.00 ,USD,,Buy It Now,,4/21/2026,millenniumrose,48600,100%,,United States,New (Other),,,,,https://www.ebay.com/itm/327106635291
TRK000-2000-1E-HOLO,4.0686E+11,Pokémon Team Rocket Dark Charizard Holo 1st Edition PSA 8 4/82 2000,Dark Charizard,Team Rocket,,1st Edition,Holo,PSA,NM-MT 8,,$6.07 ,USD,,Best Offer,,4/15/2026,hudrein_0,4,100%,,United States,New (Other),,,,,https://www.ebay.com/itm/406860482542
TRK000-2000-1E-HOLO,4.06869E+11,Pokémon TCG Dark Golbat 7/82 Team Rocket 1st Edition Holo Rare PSA 9 2000,Dark Golbat,Team Rocket,,1st Edition,Holo,PSA,Mint 9,,$5.17 ,USD,,Best Offer,,4/19/2026,joort94,81,100%,,United States,New (Other),,,,,https://www.ebay.com/itm/406869159232
TRK007-2000-1E-HOLO,2.98299E+11,2000 POKEMON TEAM ROCKET #7 DARK GOLBAT 1ST EDITION HOLO PSA 8,Dark Golbat,Team Rocket,7,1st Edition,Holo,PSA,NM-MT 8,,$11.58 ,USD,,Best Offer,,5/18/2026,the_postage,53,100%,,United States,New (Other),,,,,https://www.ebay.com/itm/298298620787
TRK007-2000-1E-HOLO,4.06755E+11,Pokemon Dark Golbat Team Rocket 1st Edition Holo Rare #7 CGC 10 Gem Mint!,Dark Golbat,Team Rocket,7,1st Edition,Holo,CGC,Gem Mint 10,Gem Mint,$8.17 ,USD,,Best Offer,,3/27/2026,mattharlanstudio,97,100%,,United States,New (Other),,,,,https://www.ebay.com/itm/406754532760
TRK007-2000-1E-HOLO,2.27321E+11,2000 POKEMON ROCKET 1ST EDITION #7 DARK GOLBAT-HOLO PSA 9,Dark Golbat,Team Rocket,7,1st Edition,Holo,PSA,Mint 9,,$10.00 ,USD,,Buy It Now,,5/26/2026,jba2736,272,100%,,United States,New (Other),,,,,https://www.ebay.com/itm/227320850702
TRK000-2000-1E-HOLO,3.77109E+11,Pokémon TCG Dark Golbat 1st Edition Holo Team Rocket 7/82 PSA 8 2000,Dark Golbat,Team Rocket,,1st Edition,Holo,PSA,NM-MT 8,,$5.62 ,USD,,Buy It Now,,4/15/2026,allyyyy_collects,160,100%,,United States,New (Other),,,,,https://www.ebay.com/itm/377109425377
TRK000-2000-1E-HOLO,1.68206E+11,Dark Golbat - 7/82 Team Rocket 1st Edition Holo Rare - CGC Mint + 9.5,Dark Golbat,Team Rocket,,1st Edition,Holo,CGC,Mint+ 9.5,Mint,$6.07 ,USD,,Buy It Now,,3/29/2026,runacards,78,100%,,United States,New (Other),,,,,https://www.ebay.com/itm/168205616261
TRK007-2000-1E-HOLO,2.67662E+11,2000 POKEMON ROCKET #7 DARK GOLBAT HOLO 1ST Edition PSA 9,Dark Golbat,Team Rocket,7,1st Edition,Holo,PSA,Mint 9,,$16.95 ,USD,,Buy It Now,,5/22/2026,delong6994,1200,100%,,United States,New (Other),,,,,https://www.ebay.com/itm/267662154696
TRK000-2000-1E-HOLO,4.06943E+11,Dark Vileplume 13/82 Team Rocket 1st Edition Holo PSA 7 2000 Pokémon TCG,Dark Vileplume,Team Rocket,,1st Edition,Holo,PSA,NM 7,,$5.40 ,USD,,Best Offer,,5/25/2026,ca_120953,0,0%,,United States,New (Other),,,,,https://www.ebay.com/itm/406942509807
TRK000-2000-1E-HOLO,3.27162E+11,PSA 9 Dark Vileplume 13/82 1st Edition Holo Team Rocket 2000 Pokemon Card Graded,Dark Vileplume,Team Rocket,,1st Edition,Holo,PSA,Mint 9,,$9.00 ,USD,,Buy It Now,,5/19/2026,mountyon35s,1000,99.50%,,United States,New (Other),,,,,https://www.ebay.com/itm/327162224507
TRK000-2000-1E-STD,3.27127E+11,2000 Pokemon Team Rocket Dark Dragonair PSA 9 1st Edition,Dark Dragonair,Team Rocket,,1st Edition,Standard,PSA,Mint 9,,$5.00 ,USD,,Best Offer,,5/4/2026,vstewart15,468,100%,,United States,New (Other),,,,,https://www.ebay.com/itm/327126914974
TRK033-2000-1E-STD,1.98291E+11,Dark Dragonair 2000 Pokemon Team Rocket 1st Edition BGS 9.5 #33,Dark Dragonair,Team Rocket,33,1st Edition,Standard,BGS,Gem Mint 9.5,,$4.99 ,USD,,Best Offer,,4/18/2026,blessed_pullz,1000,100%,,United States,New (Other),,,,,https://www.ebay.com/itm/198290723899
TRK033-2000-1E-STD,2.98258E+11,Pokémon Dark Dragonair Team Rocket 1st Edition Regular #33/82 PSA 9 2000 German,Dark Dragonair,Team Rocket,33,1st Edition,Standard,PSA,Mint 9,,$5.73 ,USD,,Best Offer,,4/24/2026,verifiedheat3,26,100%,,United States,New (Other),,,,,https://www.ebay.com/itm/298257709650
TRK033-2000-1E-STD,2.06271E+11,2000 Pokemon Rocket Dark Dragonair PSA 9 1st Edition #33,Dark Dragonair,Team Rocket,33,1st Edition,Standard,PSA,Mint 9,,$6.24 ,USD,,Best Offer,,5/14/2026,austiayllo-0,76,100%,,United States,New (Other),,,,,https://www.ebay.com/itm/206270614775
TRK033-2000-1E-STD,1.46686E+11,2000 Pokemon Team Rocket 1st Edition #33/82 Dark Dragonair CGC 9,Dark Dragonair,Team Rocket,33,1st Edition,Standard,CGC,Mint 9,,$8.30 ,USD,,Buy It Now,,5/3/2026,digitalmon_collectables,853,100%,,United States,New (Other),,,,,https://www.ebay.com/itm/146685951046
TRK033-2000-1E-STD,3.3649E+11,2000 POKEMON ROCKET 1ST EDITION #33 DARK DRAGONAIR PSA 9,Dark Dragonair,Team Rocket,33,1st Edition,Standard,PSA,Mint 9,,$10.03 ,USD,,Buy It Now,,5/5/2026,vs_cards,710,100%,,United States,New (Other),,,,,https://www.ebay.com/itm/336489557948
TRK033-2000-1E-STD,3.0682E+11,2000 DARK DRAGONAIR 1ST EDITION TEAM ROCKET PSA 9 MINT #33/83 POKEMON TCG WOTC,Dark Dragonair,Team Rocket,33,1st Edition,Standard,PSA,Mint 9,Mint,$7.99 ,USD,,Best Offer,,3/23/2026,kimmathieu,167,100%,,United States,New (Other),,,,,https://www.ebay.com/itm/306819931023
TRK033-2000-1E-STD,2.27279E+11,2000 POKEMON ROCKET 1ST EDITION #33 DARK DRAGONAIR PSA 9,Dark Dragonair,Team Rocket,33,1st Edition,Standard,PSA,Mint 9,,$5.40 ,USD,,Best Offer,,4/1/2026,pokeseller5101,228,100%,,United States,New (Other),,,,,https://www.ebay.com/itm/227278952725
TRK000-2000-1E-STD,1.67583E+11,2000 POKEMON TEAM ROCKET 1ST EDITION DARK DRAGONAIR CGC 10 GEM MINT,Dark Dragonair,Team Rocket,,1st Edition,Standard,CGC,Gem Mint 10,Gem Mint,$0.00 ,USD,,Buy It Now,,3/24/2026,dragonpageentertainment,2200,100%,,United States,New (Other),,,,,https://www.ebay.com/itm/167582811481
TRK033-2000-1E-STD,1.27823E+11,Dark Dragonair #33 1st Edition Team Rocket 2000 Pokémon CGC 9,Dark Dragonair,Team Rocket,33,1st Edition,Standard,CGC,Mint 9,,$0.00 ,USD,,Best Offer,,4/24/2026,criticalcatcollectibles,760,100%,,United States,New (Other),,,,,https://www.ebay.com/itm/127822862622
TRK033-2000-1E-STD,3.0684E+11,2000 DARK DRAGONAIR 1ST EDITION TEAM ROCKET PSA 9 MINT #33/83 POKEMON TCG WOTC,Dark Dragonair,Team Rocket,33,1st Edition,Standard,PSA,Mint 9,Mint,$7.99 ,USD,,Best Offer,,3/26/2026,kimmathieu,167,100%,,United States,New (Other),,,,,https://www.ebay.com/itm/306840284441
TRK000-2000-1E-STD,3.18155E+11,Pokémon Dark Dragonair Team Rocket 1st Edition PSA 9 33/82 Uncommon 2000,Dark Dragonair,Team Rocket,,1st Edition,Standard,PSA,Mint 9,,$5.72 ,USD,,Best Offer,,4/15/2026,pokemon_dig_site,462,97.40%,,United States,New (Other),,,,,https://www.ebay.com/itm/318154826426
TRK000-2000-1E-STD,3.36551E+11,DARK DRAGONAIR 33/82 TEAM ROCKET 1ST EDITION POKEMON NON HOLO PSA 7,Dark Dragonair,Team Rocket,,1st Edition,Standard,PSA,NM 7,,$8.13 ,USD,,Buy It Now,,5/13/2026,cro_4382,401,100%,,United States,New (Other),,,,,https://www.ebay.com/itm/336550721445
TRK000-2000-1E-STD,3.89628E+11,Pokémon Team Rocket Dark Wartortle 1st Edition PSA 10 46/82 2000,Dark Wartortle,Team Rocket,,1st Edition,Standard,PSA,Gem Mint 10,,$5.97 ,USD,,Best Offer,,3/6/2026,jafa-4044,120,100%,,United States,New (Other),,,,,https://www.ebay.com/itm/389628075275
TRK001-2000-1E-HOLO,3.58488E+11,2000 Pokémon Team Rocket Dark Alakazam 1st Edition Holo #1/82 (PSA 8),Dark Alakazam,Team Rocket,1,1st Edition,Holo,PSA,NM-MT 8,,$5.95 ,USD,,Best Offer,,4/26/2026,kevinpeabody,684,100%,,United States,New (Other),,,,,https://www.ebay.com/itm/358488021313
TRK000-2000-1E-HOLO,1.78035E+11,CGC 8.5 1st Edition Dark Alakazam 1/82 Team Rocket Holo Rare 2000 Pokemon Card,Dark Alakazam,Team Rocket,,1st Edition,Holo,CGC,Near Mint/Mint+ 8.5,,$10.00 ,USD,,Best Offer,,5/1/2026,ozonepacific,3300,100%,,United States,New (Other),,,,,https://www.ebay.com/itm/178034959336
TRK000-2000-1E-HOLO,3.18234E+11,Pokémon Dark Alakazam 1/82 Team Rocket 1st Edition Holo psa 7,Dark Alakazam,Team Rocket,,1st Edition,Holo,PSA,NM 7,,$5.97 ,USD,,Buy It Now,,5/3/2026,nichcir25,650,100%,,United States,New (Other),,,,,https://www.ebay.com/itm/318234009915
TRK000-2000-1E-HOLO,2.27345E+11,Pokemon TCG Dark Alakazam 1/82 1st Edition Holo Rare Team Rocket PSA 9 2000,Dark Alakazam,Team Rocket,,1st Edition,Holo,PSA,Mint 9,,$5.62 ,USD,,Best Offer,,5/21/2026,andsiero_0,107,100%,,United States,New (Other),,,,,https://www.ebay.com/itm/227344763887
TRK001-2000-1E-HOLO,2.98215E+11,2000 POKEMON TEAM ROCKET - 1ST EDITION - HOLO #1/82 DARK ALAKAZAM CGC 9.5,Dark Alakazam,Team Rocket,1,1st Edition,Holo,CGC,Mint+ 9.5,,$5.99 ,USD,,Buy It Now,,4/23/2026,psa,574000,99.90%,,United States,New (Other),,,,,https://www.ebay.com/itm/298214565309
TRK001-2000-1E-HOLO,2.67636E+11,2000 POKEMON TEAM ROCKET - 1ST EDITION - HOLO #1/82 DARK ALAKAZAM CGC 9.5,Dark Alakazam,Team Rocket,1,1st Edition,Holo,CGC,Mint+ 9.5,,$0.00 ,USD,,Buy It Now,,4/24/2026,sergiocardsafari,1900,100%,,United States,New (Other),,,,,https://www.ebay.com/itm/267636165712
TRK000-2000-1E-HOLO,2.27286E+11,Dark Alakazam Team Rocket 1st Edition Holo Rare CGC 9 1/82 2000 Pokémon Card,Dark Alakazam,Team Rocket,,1st Edition,Holo,CGC,Mint 9,,$6.07 ,USD,,Best Offer,,4/3/2026,superiortradingcards,422,100%,,United States,New (Other),,,,,https://www.ebay.com/itm/227286080544
TRK001-2000-1E-HOLO,4.06932E+11,2000 Pokémon Team Rocket Dark Alakazam 1st Edition Holo #1/82 (PSA 7),Dark Alakazam,Team Rocket,1,1st Edition,Holo,PSA,NM 7,,$5.48 ,USD,,Best Offer,,5/19/2026,rickyyy408,10,100%,,United States,New (Other),,,,,https://www.ebay.com/itm/406931508849
TRK000-2000-1E-HOLO,2.06241E+11,2000 Pokémon Holo 1st First EDITION Team Rocket # 1 DARK ALAKAZAM PSA 5,Dark Alakazam,Team Rocket,,1st Edition,Holo,PSA,EX 5,,$0.00 ,USD,,Buy It Now,,5/4/2026,funkworkz,2500,100%,,United States,New (Other),,,,,https://www.ebay.com/itm/206241453986
TRK000-2000-1E-HOLO,3.89805E+11,PSA MINT 9 Pokemon TCG Dark Alakazam 1/82 Team Rocket Holo 1st Edition,Dark Alakazam,Team Rocket,,1st Edition,Holo,PSA,Mint 9,Mint,$5.72 ,USD,,Best Offer,,3/31/2026,kwilliams3809,110,100%,,United States,New (Other),,,,,https://www.ebay.com/itm/389804550594
TRK021-2000-1E-STD,4.06951E+11,2000 Pokémon Team Rocket Dark Charizard 1st Edition #21 PSA 8 Fresh Grade,Dark Charizard,Team Rocket,21,1st Edition,Standard,PSA,NM-MT 8,,$7.90 ,USD,,Best Offer,,5/25/2026,thepristinecollection33,743,100%,,United States,New (Other),,,,,https://www.ebay.com/itm/406951117484
TRK021-2000-1E-STD,1.98362E+11,DARK CHARIZARD PSA 9 2000 POKEMON TEAM ROCKET #21/82 1ST FIRST EDITION,Dark Charizard,Team Rocket,21,1st Edition,Standard,PSA,Mint 9,,$6.24 ,USD,,Best Offer,,5/19/2026,jlinds1215,226,100%,,United States,New (Other),,,,,https://www.ebay.com/itm/198361563817
TRK000-2000-1E-STD,2.97838E+11,2000 Pokémon Dark Charizard 1st Edition 21/82 PSA 9 (Team Rocket),Dark Charizard,Team Rocket,,1st Edition,Standard,PSA,Mint 9,,$4.00 ,USD,,Best Offer,,2/28/2026,ianpgall7,1100,100%,,United States,New (Other),,,,,https://www.ebay.com/itm/297838196698
TRK000-2000-1E-STD,2.97844E+11,2000 Pokémon Dark Charizard 1st Edition 21/82 PSA 9 (Team Rocket),Dark Charizard,Team Rocket,,1st Edition,Standard,PSA,Mint 9,,$4.00 ,USD,,Best Offer,,2/28/2026,ianpgall7,1100,100%,,United States,New (Other),,,,,https://www.ebay.com/itm/297844079551
TRK000-2000-1E-STD,1.27812E+11,PSA 9 MINT Dark Charizard 21/82 RARE Team Rocket 1ST EDITION Pokemon Card 934,Dark Charizard,Team Rocket,,1st Edition,Standard,PSA,Mint 9,Mint,$5.16 ,USD,,Best Offer,,4/16/2026,jor-488967,6,100%,,United States,New (Other),,,,,https://www.ebay.com/itm/127812218800
TRK035-2000-1E-STD,3.97832E+11,Pokémon Team Rocket Dark Flareon 1st Edition PSA 10 #35/82 English Card,Dark Flareon,Team Rocket,35,1st Edition,Standard,PSA,Gem Mint 10,,$5.97 ,USD,,Best Offer,,4/27/2026,taymat_1444,1,0%,,United States,New (Other),,,,,https://www.ebay.com/itm/397831930786
TRK000-2000-1E-HOLO,2.67613E+11,Pokémon TCG - Team Rocket 1st edition - 83/82 Dark Raichu CGC 9,Dark Raichu,Team Rocket,,1st Edition,Holo,CGC,Mint 9,,$0.00 ,USD,,Buy It Now,,4/5/2026,7ad3jc,2700,99.80%,,United States,New (Other),,,,,https://www.ebay.com/itm/267613312310
TRK000-2000-1E-HOLO,3.27162E+11,PSA 6 Dark Raichu 83/82 1st Edition Holo Team Rocket 2000 Pokemon Card Graded,Dark Raichu,Team Rocket,,1st Edition,Holo,PSA,EX-MT 6,,$9.00 ,USD,,Buy It Now,,5/16/2026,mountyon35s,1000,99.50%,,United States,New (Other),,,,,https://www.ebay.com/itm/327162214195
