STATION,NAME,DATE,ACMH,ACSH,AWND,FMTM,FRGT,PGTM,PRCP,PSUN,SNOW,SNWD,TAVG,TMAX,TMIN,TOBS,TSUN,WDF1,WDF2,WDF5,WDFG,WDFI,WDFM,WESD,WSF1,WSF2,WSF5,WSFG,WSFI,WSFM,WT01,WT02,WT03,WT04,WT05,WT06,WT07,WT08,WT09,WT10,WT11,WT13,WT14,WT16,WT18,WT19,WT21,WV01,WV03,WV20
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",4/17/1960,,,,,,1424,0,,0,0,,73,54,,,,,,270,,,,,,,17.2,,,1,,,,,,,1,,,,,,,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",4/18/1960,,,,,,1548,0,,0,0,,76,52,,,,,,270,,,,,,,16.1,,,,,,,,,,1,,,,,,,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",4/19/1960,,,,,,1400,0,,0,0,,70,54,,,,,,270,,,,,,,11.4,,,1,,,,,,,1,,,,,,,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",4/20/1960,,,,,,1518,0,,0,0,,71,55,,,,,,270,,,,,,,12.8,,,1,,,,,,,1,,,,,,,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",4/21/1960,,,,,,1148,0,,0,0,,68,58,,,,,,225,,,,,,,11.4,,,,,,,,,,1,,,,,,1,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",4/22/1960,,,,,,1648,0,,0,0,,65,52,,,,,,270,,,,,,,28.9,,,,,,,,,,,,,,,,1,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",4/23/1960,,,,,,1048,0,,0,0,,60,50,,,,,,270,,,,,,,27.5,,,,,,,,,,,,,,,,1,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",4/24/1960,,,,,,1336,0,,0,0,,61,47,,,,,,270,,,,,,,20.8,,,,,,,,,,,,,,,,,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",4/25/1960,,,,,,1448,0,,0,0,,64,46,,,,,,270,,,,,,,17.2,,,,,,,,,,,,,,,,,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",4/26/1960,,,,,,1154,0.74,,0,0,,64,50,,,,,,225,,,,,,,18.3,,,1,,,,,,,,,,,,,1,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",4/27/1960,,,,,,1836,1.26,,0,0,,65,53,,,,,,180,,,,,,,19.5,,,1,,,,,,,,,,,,,1,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",4/28/1960,,,,,,1612,0,,0,0,,63,52,,,,,,270,,,,,,,25.3,,,,,,,,,,,,,,,,,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",4/29/1960,,,,,,1448,0,,0,0,,65,48,,,,,,225,,,,,,,15,,,,,,,,,,,,,,,,,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",4/30/1960,,,,,,1424,0,,0,0,,68,51,,,,,,270,,,,,,,16.1,,,,,,,,,,1,,,,,,,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",5/1/1960,,,,,,1524,0,,0,0,,78,54,,,,,,270,,,,,,,15,,,,,,,,,,1,,,,,,,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",5/2/1960,,,,,,1512,0,,0,0,,66,55,,,,,,270,,,,,,,19.5,,,1,,,,,,,1,,,,,,,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",5/3/1960,,,,,,1224,0,,0,0,,64,56,,,,,,270,,,,,,,17.2,,,,,,,,,,,,,,,,1,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",5/4/1960,,,,,,1500,0,,0,0,,65,53,,,,,,270,,,,,,,27.5,,,,,,,,,,,,,,,,1,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",5/5/1960,,,,,,1400,0,,0,0,,66,50,,,,,,225,,,,,,,13.9,,,,,,,,,,1,,,,,,,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",5/6/1960,,,,,,1606,0,,0,0,,74,54,,,,,,270,,,,,,,16.1,,,,,,,,,,1,,,,,,,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",5/7/1960,,,,,,1412,0,,0,0,,78,56,,,,,,270,,,,,,,17.2,,,,,,,,,,1,,,,,,,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",5/8/1960,,,,,,1700,0,,0,0,,76,58,,,,,,270,,,,,,,16.1,,,,,,,,,,1,,,,,,,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",5/9/1960,,,,,,1600,0,,0,0,,72,57,,,,,,270,,,,,,,13.9,,,,,,,,,,1,,,,,,,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",5/10/1960,,,,,,1342,0,,0,0,,76,57,,,,,,270,,,,,,,13.9,,,,,,,,,,1,,,,,,,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",5/11/1960,,,,,,1654,0,,0,0,,77,58,,,,,,225,,,,,,,17.2,,,,,,,,,,1,,,,,,,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",5/12/1960,,,,,,1800,0,,0,0,,75,57,,,,,,270,,,,,,,21.9,,,,,,,,,,1,,,,,,,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",5/13/1960,,,,,,1118,0,,0,0,,72,57,,,,,,225,,,,,,,11.4,,,,,,,,,,1,,,,,,,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",5/14/1960,,,,,,1406,0,,0,0,,67,60,,,,,,225,,,,,,,11.4,,,,,,,,,,,,,,,,,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",5/15/1960,,,,,,1148,0,,0,0,,66,57,,,,,,225,,,,,,,15,,,,,,,,,,,,,,,,,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",5/16/1960,,,,,,1254,0,,0,0,,67,57,,,,,,225,,,,,,,16.1,,,,,,,,,,,,,,,,,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",5/17/1960,,,,,,1406,0,,0,0,,70,55,,,,,,270,,,,,,,15,,,,,,,,,,1,,,,,,,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",5/18/1960,,,,,,1218,0,,0,0,,70,58,,,,,,225,,,,,,,15,,,,,,,,,,1,,,,,,,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",5/19/1960,,,,,,1724,0,,0,0,,76,58,,,,,,270,,,,,,,19.5,,,,,,,,,,1,,,,,,,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",5/20/1960,,,,,,1542,0,,0,0,,79,58,,,,,,225,,,,,,,17.2,,,,,,,,,,1,,,,,,,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",5/21/1960,,,,,,1330,0,,0,0,,68,57,,,,,,225,,,,,,,16.1,,,,,,,,,,1,,,,,,,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",5/22/1960,,,,,,1900,0,,0,0,,69,54,,,,,,270,,,,,,,20.8,,,,,,,,,,,,,,,,,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",5/23/1960,,,,,,1936,0,,0,0,,67,49,,,,,,270,,,,,,,21.9,,,,,,,,,,,,,,,,,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",5/24/1960,,,,,,1730,0,,0,0,,67,51,,,,,,270,,,,,,,25.3,,,,,,,,,,,,,,,,,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",5/25/1960,,,,,,1518,0,,0,0,,69,52,,,,,,270,,,,,,,17.2,,,,,,,,,,,,,,,,,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",5/26/1960,,,,,,1306,0,,0,0,,73,57,,,,,,270,,,,,,,15,,,,,,,,,,1,,,,,,,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",5/27/1960,,,,,,1424,0,,0,0,,77,57,,,,,,270,,,,,,,18.3,,,,,,,,,,1,,,,,,,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",5/28/1960,,,,,,1336,0,,0,0,,77,60,,,,,,270,,,,,,,15,,,1,,,,,,,1,,,,,,,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",5/29/1960,,,,,,1500,0,,0,0,,71,61,,,,,,270,,,,,,,15,,,,,,,,,,,,,,,,,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",5/30/1960,,,,,,1512,0,,0,0,,71,61,,,,,,270,,,,,,,13.9,,,,,,,,,,1,,,,,,,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",5/31/1960,,,,,,1630,0,,0,0,,70,61,,,,,,270,,,,,,,12.8,,,,,,,,,,1,,,,,,,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",6/1/1960,,,,,,1412,0,,0,0,,69,61,,,,,,270,,,,,,,15,,,,,,,,,,1,,,,,,1,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",6/2/1960,,,,,,1718,0,,0,0,,70,61,,,,,,270,,,,,,,15,,,,,,,,,,1,,,,,,,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",6/3/1960,,,,,,1630,0,,0,0,,70,62,,,,,,225,,,,,,,12.8,,,,,,,,,,1,,,,,,,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",6/4/1960,,,,,,1554,0,,0,0,,68,63,,,,,,225,,,,,,,11.4,,,,,,,,,,1,,,,,,1,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",6/5/1960,,,,,,1542,0,,0,0,,69,63,,,,,,270,,,,,,,13.9,,,,,,,,,,1,,,,,,1,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",6/6/1960,,,,,,1500,0,,0,0,,69,63,,,,,,270,,,,,,,17.2,,,,,,,,,,1,,,,,,1,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",6/7/1960,,,,,,1518,0,,0,0,,71,60,,,,,,270,,,,,,,17.2,,,,,,,,,,1,,,,,,,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",6/8/1960,,,,,,1418,0,,0,0,,70,59,,,,,,270,,,,,,,15,,,,,,,,,,1,,,,,,,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",6/9/1960,,,,,,1512,0,,0,0,,72,59,,,,,,270,,,,,,,16.1,,,,,,,,,,1,,,,,,,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",6/10/1960,,,,,,1306,0,,0,0,,69,60,,,,,,270,,,,,,,17.2,,,,,,,,,,1,,,,,,,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",6/11/1960,,,,,,1606,0,,0,0,,70,60,,,,,,270,,,,,,,13.9,,,,,,,,,,1,,,,,,,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",6/12/1960,,,,,,1406,0,,0,0,,69,60,,,,,,270,,,,,,,15,,,,,,,,,,1,,,,,,1,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",6/13/1960,,,,,,1248,0,,0,0,,70,60,,,,,,225,,,,,,,12.8,,,,,,,,,,1,,,,,,1,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",6/14/1960,,,,,,1506,0,,0,0,,72,60,,,,,,225,,,,,,,15,,,1,,,,,,,1,,,,,,,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",6/15/1960,,,,,,1454,0,,0,0,,70,61,,,,,,270,,,,,,,10.3,,,,,,,,,,1,,,,,,1,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",6/16/1960,,,,,,1706,0,,0,0,,72,61,,,,,,270,,,,,,,12.8,,,,,,,,,,1,,,,,,,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",6/17/1960,,,,,,1754,0,,0,0,,70,61,,,,,,270,,,,,,,16.1,,,,,,,,,,1,,,,,,,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",6/18/1960,,,,,,1342,0,,0,0,,69,59,,,,,,270,,,,,,,17.2,,,1,,,,,,,1,,,,,,,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",6/19/1960,,,,,,1454,0,,0,0,,69,61,,,,,,270,,,,,,,17.2,,,,,,,,,,1,,,,,,,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",6/20/1960,,,,,,1354,0,,0,0,,73,58,,,,,,270,,,,,,,11.4,,,,,,,,,,1,,,,,,,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",6/21/1960,,,,,,1330,0,,0,0,,79,59,,,,,,270,,,,,,,12.8,,,,,,,,,,1,,,,,,,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",6/22/1960,,,,,,1354,0,,0,0,,82,61,,,,,,225,,,,,,,11.4,,,,,,,,,,1,,,,,,,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",6/23/1960,,,,,,1306,0,,0,0,,73,60,,,,,,270,,,,,,,13.9,,,,,,,,,,1,,,,,,,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",6/24/1960,,,,,,1530,0,,0,0,,71,60,,,,,,270,,,,,,,18.3,,,,,,,,,,1,,,,,,,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",6/25/1960,,,,,,1506,0,,0,0,,70,59,,,,,,270,,,,,,,13.9,,,,,,,,,,1,,,,,,,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",6/26/1960,,,,,,1306,0,,0,0,,71,58,,,,,,270,,,,,,,13.9,,,,,,,,,,1,,,,,,,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",6/27/1960,,,,,,1618,0,,0,0,,70,58,,,,,,270,,,,,,,13.9,,,,,,,,,,1,,,,,,,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",6/28/1960,,,,,,1342,0,,0,0,,71,57,,,,,,270,,,,,,,15,,,,,,,,,,1,,,,,,,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",6/29/1960,,,,,,1600,0,,0,0,,77,58,,,,,,225,,,,,,,16.1,,,,,,,,,,1,,,,,,,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",6/30/1960,,,,,,1624,0,,0,0,,80,61,,,,,,225,,,,,,,13.9,,,,,,,,,,1,,,,,,,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",7/1/1960,,,,,,1324,0,,0,0,,78,64,,,,,,270,,,,,,,16.1,,,,,,,,,,1,,,,,,,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",7/2/1960,,,,,,1148,0,,0,0,,72,59,,,,,,225,,,,,,,13.9,,,,,,,,,,,,,,,,,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",7/3/1960,,,,,,1312,0,,0,0,,68,58,,,,,,225,,,,,,,13.9,,,,,,,,,,1,,,,,,,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",7/4/1960,,,,,,1530,0,,0,0,,69,58,,,,,,270,,,,,,,13.9,,,,,,,,,,1,,,,,,,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",7/5/1960,,,,,,1248,0,,0,0,,71,59,,,,,,270,,,,,,,15,,,,,,,,,,1,,,,,,,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",7/6/1960,,,,,,1448,0,,0,0,,68,59,,,,,,270,,,,,,,16.1,,,,,,,,,,1,,,,,,,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",7/7/1960,,,,,,1324,0,,0,0,,70,59,,,,,,270,,,,,,,15,,,,,,,,,,1,,,,,,,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",7/8/1960,,,,,,1636,0,,0,0,,71,59,,,,,,225,,,,,,,13.9,,,,,,,,,,1,,,,,,,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",7/9/1960,,,,,,1500,0,,0,0,,72,62,,,,,,225,,,,,,,15,,,,,,,,,,1,,,,,,,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",7/10/1960,,,,,,1342,0,,0,0,,72,61,,,,,,270,,,,,,,15,,,,,,,,,,1,,,,,,,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",7/11/1960,,,,,,1448,0,,0,0,,70,60,,,,,,270,,,,,,,16.1,,,,,,,,,,1,,,,,,,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",7/12/1960,,,,,,1642,0,,0,0,,72,59,,,,,,270,,,,,,,17.2,,,,,,,,,,1,,,,,,,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",7/13/1960,,,,,,1042,0,,0,0,,74,59,,,,,,270,,,,,,,13.9,,,1,,,,,,,1,,,,,,,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",7/14/1960,,,,,,1730,0,,0,0,,70,59,,,,,,270,,,,,,,12.8,,,1,,,,,,,1,,,,,,,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",7/15/1960,,,,,,1430,0,,0,0,,74,60,,,,,,270,,,,,,,12.8,,,1,,,,,,,1,,,,,,,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",7/16/1960,,,,,,1306,0,,0,0,,82,62,,,,,,270,,,,,,,10.3,,,1,,,,,,,1,,,,,,,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",7/17/1960,,,,,,1512,0,,0,0,,78,63,,,,,,270,,,,,,,9.2,,,1,,,,,,,1,,,,,,,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",7/18/1960,,,,,,2254,0,,0,0,,74,61,,,,,,90,,,,,,,11.4,,,1,,,,,,,1,,,,,,,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",7/19/1960,,,,,,1212,0,,0,0,,77,61,,,,,,270,,,,,,,11.4,,,1,,,,,,,1,,,,,,1,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",7/20/1960,,,,,,1724,0,,0,0,,83,64,,,,,,180,,,,,,,12.8,,,,,,,,,,1,,,,,,,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",7/21/1960,,,,,,1554,0,,0,0,,92,70,,,,,,270,,,,,,,9.2,,,,,,,,,,,,,,,,,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",7/22/1960,,,,,,1512,0,,0,0,,85,69,,,,,,270,,,,,,,11.4,,,,,,,,,,1,,,,,,,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",7/23/1960,,,,,,1418,0,,0,0,,82,68,,,,,,270,,,,,,,8.1,,,,,,,,,,1,,,,,,,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",7/24/1960,,,,,,1348,0,,0,0,,82,67,,,,,,225,,,,,,,10.3,,,,,,,,,,1,,,,,,,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",7/25/1960,,,,,,1442,0,,0,0,,80,65,,,,,,270,,,,,,,10.3,,,,,,,,,,1,,,,,,,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",7/26/1960,,,,,,1448,0,,0,0,,78,65,,,,,,270,,,,,,,10.3,,,,,,,,,,1,,,,,,,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",7/27/1960,,,,,,1430,0,,0,0,,77,65,,,,,,270,,,,,,,10.3,,,,,,,,,,,,,,,,,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",7/28/1960,,,,,,1248,0,,0,0,,78,65,,,,,,270,,,,,,,10.3,,,,,,,,,,,,,,,,,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",7/29/1960,,,,,,1642,0,,0,0,,83,67,,,,,,225,,,,,,,11.4,,,,,,,,,,1,,,,,,,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",7/30/1960,,,,,,1336,0,,0,0,,79,67,,,,,,270,,,,,,,11.4,,,,,,,,,,1,,,,,,,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",7/31/1960,,,,,,1424,0,,0,0,,77,65,,,,,,270,,,,,,,13.9,,,,,,,,,,1,,,,,,,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",8/1/1960,,,,,,1700,0,,0,0,,77,63,,,,,,270,,,,,,,10.3,,,,,,,,,,,,,,,,,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",8/2/1960,,,,,,1518,0,,0,0,,79,64,,,,,,270,,,,,,,12.8,,,,,,,,,,,,,,,,,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",8/3/1960,,,,,,1400,0,,0,0,,80,63,,,,,,270,,,,,,,12.8,,,,,,,,,,1,,,,,,,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",8/4/1960,,,,,,1030,0,,0,0,,75,61,,,,,,225,,,,,,,11.4,,,,,,,,,,1,,,,,,,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",8/5/1960,,,,,,1636,0,,0,0,,74,61,,,,,,270,,,,,,,12.8,,,,,,,,,,1,,,,,,,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",8/6/1960,,,,,,1412,0,,0,0,,70,62,,,,,,270,,,,,,,12.8,,,,,,,,,,1,,,,,,,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",8/7/1960,,,,,,1506,0,,0,0,,71,62,,,,,,270,,,,,,,13.9,,,,,,,,,,1,,,,,,,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",8/8/1960,,,,,,1600,0,,0,0,,72,62,,,,,,270,,,,,,,13.9,,,,,,,,,,1,,,,,,,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",8/9/1960,,,,,,1648,0,,0,0,,74,62,,,,,,270,,,,,,,11.4,,,,,,,,,,1,,,,,,,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",8/10/1960,,,,,,1042,0,,0,0,,75,64,,,,,,270,,,,,,,10.3,,,,,,,,,,1,,,,,,,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",8/11/1960,,,,,,1400,0,,0,0,,79,67,,,,,,270,,,,,,,13.9,,,,,,,,,,1,,,,,,,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",8/12/1960,,,,,,1148,0,,0,0,,75,64,,,,,,270,,,,,,,15,,,,,,,,,,1,,,,,,,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",8/13/1960,,,,,,1412,0,,0,0,,73,64,,,,,,270,,,,,,,12.8,,,,,,,,,,1,,,,,,,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",8/14/1960,,,,,,1506,0,,0,0,,73,62,,,,,,270,,,,,,,15,,,,,,,,,,1,,,,,,,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",8/15/1960,,,,,,1300,0,,0,0,,73,62,,,,,,270,,,,,,,13.9,,,,,,,,,,1,,,,,,,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",8/16/1960,,,,,,1600,0,,0,0,,75,65,,,,,,225,,,,,,,13.9,,,,,,,,,,1,,,,,,,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",8/17/1960,,,,,,1348,0,,0,0,,71,64,,,,,,270,,,,,,,15,,,,,,,,,,1,,,,,,,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",8/18/1960,,,,,,1442,0,,0,0,,72,64,,,,,,270,,,,,,,15,,,,,,,,,,1,,,,,,,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",8/19/1960,,,,,,1530,0,,0,0,,72,62,,,,,,270,,,,,,,15,,,1,,,,,,,1,,,,,,,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",8/20/1960,,,,,,1500,0,,0,0,,73,62,,,,,,270,,,,,,,13.9,,,,,,,,,,1,,,,,,,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",8/21/1960,,,,,,1524,0,,0,0,,74,62,,,,,,270,,,,,,,13.9,,,,,,,,,,1,,,,,,,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",8/22/1960,,,,,,1518,0,,0,0,,77,65,,,,,,225,,,,,,,15,,,,,,,,,,,,,,,,,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",8/23/1960,,,,,,1624,0,,0,0,,75,62,,,,,,270,,,,,,,15,,,,,,,,,,,,,,,,,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",8/24/1960,,,,,,1506,0,,0,0,,75,63,,,,,,225,,,,,,,15,,,,,,,,,,1,,,,,,,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",8/25/1960,,,,,,1154,0,,0,0,,76,63,,,,,,225,,,,,,,13.9,,,,,,,,,,1,,,,,,,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",8/26/1960,,,,,,1154,0,,0,0,,75,65,,,,,,270,,,,,,,13.9,,,,,,,,,,1,,,,,,,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",8/27/1960,,,,,,1542,0,,0,0,,73,63,,,,,,270,,,,,,,15,,,,,,,,,,1,,,,,,,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",8/28/1960,,,,,,1530,0,,0,0,,73,62,,,,,,270,,,,,,,15,,,,,,,,,,1,,,,,,,,,,,,
USW00023174,"LOS ANGELES INTERNATIONAL AIRPORT, CA US",8/29/1960,,,,,,1524,0,,0,0,,71,60,,,,,,270,,,,,,,17.2,,,,,,,,,,1,,,,,,,,,,,,
