STATION,NAME,LATITUDE,LONGITUDE,ELEVATION,DATE,AWND,AWND_ATTRIBUTES,FMTM,FMTM_ATTRIBUTES,PGTM,PGTM_ATTRIBUTES,PRCP,PRCP_ATTRIBUTES,PSUN,PSUN_ATTRIBUTES,SNOW,SNOW_ATTRIBUTES,SNWD,SNWD_ATTRIBUTES,TAVG,TAVG_ATTRIBUTES,TMAX,TMAX_ATTRIBUTES,TMIN,TMIN_ATTRIBUTES,TSUN,TSUN_ATTRIBUTES,WDF2,WDF2_ATTRIBUTES,WDF5,WDF5_ATTRIBUTES,WESD,WESD_ATTRIBUTES,WSF2,WSF2_ATTRIBUTES,WSF5,WSF5_ATTRIBUTES,WT01,WT01_ATTRIBUTES,WT02,WT02_ATTRIBUTES,WT03,WT03_ATTRIBUTES,WT04,WT04_ATTRIBUTES,WT05,WT05_ATTRIBUTES,WT06,WT06_ATTRIBUTES,WT07,WT07_ATTRIBUTES,WT08,WT08_ATTRIBUTES,WT09,WT09_ATTRIBUTES,WT10,WT10_ATTRIBUTES,WT11,WT11_ATTRIBUTES,WT13,WT13_ATTRIBUTES,WT14,WT14_ATTRIBUTES,WT15,WT15_ATTRIBUTES,WT16,WT16_ATTRIBUTES,WT17,WT17_ATTRIBUTES,WT18,WT18_ATTRIBUTES,WT19,WT19_ATTRIBUTES,WT21,WT21_ATTRIBUTES,WT22,WT22_ATTRIBUTES,WV01,WV01_ATTRIBUTES,WV03,WV03_ATTRIBUTES
USW00003017,"DENVER INTERNATIONAL AIRPORT, CO US",39.84657,-104.65623,1647.2,9/17/1996,10.29,",,X",1120,",,X",,,0.42,",,0,2400",,,,,,,,,63,",,0",46,",,0",,,30,",,X",30,",,X",,,23,",,X",25.1,",,X",1,",,0",,,1,",,0",,,,,,,,,,,,,,,,,1,",,X",,,,,1,",,0",,,,,,,,,,,,,,
USW00003017,"DENVER INTERNATIONAL AIRPORT, CO US",39.84657,-104.65623,1647.2,9/18/1996,10.51,",,X",2104,",,X",,,1.22,",,0,2400",,,,,,,,,61,",,0",33,",,0",,,320,",,X",310,",,X",,,33.1,",,X",38.9,",,X",1,",,0",,,1,",,0",,,,,1,",,0",,,,,,,,,,,1,",,X",1,",,X",,,1,",,0",1,",,X",1,",,0",,,,,,,,,,
USW00003017,"DENVER INTERNATIONAL AIRPORT, CO US",39.84657,-104.65623,1647.2,9/19/1996,10.51,",,X",1233,",,X",,,0.02,",,0,2400",,,,,,,,,59,",,0",35,",,0",,,280,",,X",270,",,X",,,21.9,",,X",25.1,",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,",,0",,,,,,,,,,,,,,
USW00003017,"DENVER INTERNATIONAL AIRPORT, CO US",39.84657,-104.65623,1647.2,9/20/1996,6.93,",,X",1706,",,X",,,0,",,0,2400",,,,,,,,,63,",,0",43,",,0",,,300,",,X",290,",,X",,,17.9,",,X",23,",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00003017,"DENVER INTERNATIONAL AIRPORT, CO US",39.84657,-104.65623,1647.2,9/21/1996,9.84,",,X",1221,",,X",,,0,",,0,2400",,,,,,,,,77,",,0",42,",,0",,,320,",,X",310,",,X",,,21,",,X",25.1,",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00003017,"DENVER INTERNATIONAL AIRPORT, CO US",39.84657,-104.65623,1647.2,9/22/1996,9.17,",,X",1947,",,X",,,0,",,0,2400",,,,,,,,,82,",,0",46,",,0",,,30,",,X",30,",,X",,,23,",,X",25.9,",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00003017,"DENVER INTERNATIONAL AIRPORT, CO US",39.84657,-104.65623,1647.2,9/23/1996,7.61,",,X",2335,",,X",,,0,"T,,0,2400",,,,,,,,,58,",,0",44,",,0",,,120,",,X",110,",,X",,,16.1,",,X",17.9,",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,",,0",,,,,,,,,,,,,,
USW00003017,"DENVER INTERNATIONAL AIRPORT, CO US",39.84657,-104.65623,1647.2,9/24/1996,11.63,",,X",1417,",,X",,,0,"T,,0,2400",,,,,,,,,76,",,0",47,",,0",,,320,",,X",320,",,X",,,28,",,X",33.1,",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,",,0",,,,,,,,,,,,,,
USW00003017,"DENVER INTERNATIONAL AIRPORT, CO US",39.84657,-104.65623,1647.2,9/25/1996,11.63,",,X",1338,",,X",,,0.12,",,0,2400",,,,,,,,,67,",,0",32,",,0",,,10,",,X",10,",,X",,,33.1,",,X",38,",,X",1,",,0",,,1,",,0",,,,,,,,,,,,,,,,,1,",,X",,,,,1,",,0",,,1,",,0",,,,,,,,,,
USW00003017,"DENVER INTERNATIONAL AIRPORT, CO US",39.84657,-104.65623,1647.2,9/26/1996,8.28,",,X",2342,",,X",,,0.14,",,0,2400",,,,,,,,,45,",,0",31,",,0",,,360,",,X",360,",,X",,,17.9,",,X",21,",,X",1,",,0",,,,,,,,,,,,,,,,,,,,,1,",,X",1,",,X",,,1,",,0",,,1,",,0",,,,,,,,,,
USW00003017,"DENVER INTERNATIONAL AIRPORT, CO US",39.84657,-104.65623,1647.2,9/27/1996,9.17,",,X",41,",,X",,,0.02,",,0,2400",,,,,,,,,55,",,0",25,",,0",,,350,",,X",350,",,X",,,21.9,",,X",28,",,X",1,",,0",,,,,,,,,,,,,,,,,,,,,1,",,X",,,,,,,,,1,",,0",,,,,,,,,,
USW00003017,"DENVER INTERNATIONAL AIRPORT, CO US",39.84657,-104.65623,1647.2,9/28/1996,8.5,",,X",1029,",,X",,,0,",,0,2400",,,,,,,,,73,",,0",45,",,0",,,190,",,X",160,",,X",,,16.1,",,X",19.9,",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00003017,"DENVER INTERNATIONAL AIRPORT, CO US",39.84657,-104.65623,1647.2,9/29/1996,11.63,",,X",1657,",,X",,,0,",,0,2400",,,,,,,,,79,",,0",47,",,0",,,160,",,X",160,",,X",,,17.9,",,X",21,",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00003017,"DENVER INTERNATIONAL AIRPORT, CO US",39.84657,-104.65623,1647.2,9/30/1996,8.72,",,X",1930,",,X",,,0,",,0,2400",,,,,,,,,80,",,0",52,",,0",,,150,",,X",150,",,X",,,17,",,X",19.9,",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00003017,"DENVER INTERNATIONAL AIRPORT, CO US",39.84657,-104.65623,1647.2,10/1/1996,11.86,",,X",2347,",,X",,,0,",,0,2400",,,,,,,,,82,",,0",51,",,0",,,40,",,X",40,",,X",,,23,",,X",25.9,",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00003017,"DENVER INTERNATIONAL AIRPORT, CO US",39.84657,-104.65623,1647.2,10/2/1996,9.17,",,X",2355,",,X",,,0,",,0,2400",,,,,,,,,64,",,0",40,",,0",,,40,",,X",40,",,X",,,25.9,",,X",30,",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00003017,"DENVER INTERNATIONAL AIRPORT, CO US",39.84657,-104.65623,1647.2,10/3/1996,6.71,",,X",1709,",,X",,,0,"T,,0,2400",,,,,,,,,70,",,0",44,",,0",,,330,",,X",330,",,X",,,15,",,X",17,",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,",,0",,,,,,,,,,,,,,
USW00003017,"DENVER INTERNATIONAL AIRPORT, CO US",39.84657,-104.65623,1647.2,10/4/1996,6.49,",,X",2039,",,X",,,0,",,0,2400",,,,,,,,,71,",,0",44,",,0",,,200,",,X",200,",,X",,,14.1,",,X",16.1,",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00003017,"DENVER INTERNATIONAL AIRPORT, CO US",39.84657,-104.65623,1647.2,10/5/1996,8.5,",,X",503,",,X",,,0,",,0,2400",,,,,,,,,77,",,0",50,",,0",,,210,",,X",220,",,X",,,15,",,X",17,",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00003017,"DENVER INTERNATIONAL AIRPORT, CO US",39.84657,-104.65623,1647.2,10/6/1996,6.71,",,X",134,",,X",,,0,",,0,2400",,,,,,,,,71,",,0",44,",,0",,,220,",,X",220,",,X",,,14.1,",,X",16.1,",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00003017,"DENVER INTERNATIONAL AIRPORT, CO US",39.84657,-104.65623,1647.2,10/7/1996,7.38,",,X",505,",,X",,,0,",,0,2400",,,,,,,,,67,",,0",43,",,0",,,350,",,X",350,",,X",,,15,",,X",17,",,X",1,",,0",1,",,X",,,,,,,,,,,,,,,,,,,1,",,X",,,,,,,,,,,,,1,",,X",,,,,,
USW00003017,"DENVER INTERNATIONAL AIRPORT, CO US",39.84657,-104.65623,1647.2,10/8/1996,7.61,",,X",1136,",,X",,,0,",,0,2400",,,,,,,,,74,",,0",43,",,0",,,30,",,X",20,",,X",,,16.1,",,X",19.9,",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00003017,"DENVER INTERNATIONAL AIRPORT, CO US",39.84657,-104.65623,1647.2,10/9/1996,6.93,",,X",2256,",,X",,,0,",,0,2400",,,,,,,,,72,",,0",42,",,0",,,140,",,X",70,",,X",,,14.1,",,X",15,",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00003017,"DENVER INTERNATIONAL AIRPORT, CO US",39.84657,-104.65623,1647.2,10/10/1996,8.05,",,X",1912,",,X",,,0,",,0,2400",,,,,,,,,82,",,0",42,",,0",,,190,",,X",190,",,X",,,17.9,",,X",21,",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00003017,"DENVER INTERNATIONAL AIRPORT, CO US",39.84657,-104.65623,1647.2,10/11/1996,10.74,",,X",503,",,X",,,0,",,0,2400",,,,,,,,,85,",,0",56,",,0",,,220,",,X",220,",,X",,,17.9,",,X",21,",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00003017,"DENVER INTERNATIONAL AIRPORT, CO US",39.84657,-104.65623,1647.2,10/12/1996,10.51,",,X",1315,",,X",,,0,",,0,2400",,,,,,,,,82,",,0",55,",,0",,,120,",,X",90,",,X",,,17,",,X",19.9,",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00003017,"DENVER INTERNATIONAL AIRPORT, CO US",39.84657,-104.65623,1647.2,10/13/1996,8.95,",,X",2347,",,X",,,0,",,0,2400",,,,,,,,,80,",,0",51,",,0",,,210,",,X",210,",,X",,,15,",,X",16.1,",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00003017,"DENVER INTERNATIONAL AIRPORT, CO US",39.84657,-104.65623,1647.2,10/14/1996,12.97,",,X",909,",,X",,,0,",,0,2400",,,,,,,,,74,",,0",43,",,0",,,280,",,X",280,",,X",,,25.1,",,X",28,",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00003017,"DENVER INTERNATIONAL AIRPORT, CO US",39.84657,-104.65623,1647.2,10/15/1996,8.72,",,X",905,",,X",,,0,",,0,2400",,,,,,,,,74,",,0",38,",,0",,,220,",,X",190,",,X",,,19.9,",,X",21.9,",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00003017,"DENVER INTERNATIONAL AIRPORT, CO US",39.84657,-104.65623,1647.2,10/16/1996,13.2,",,X",1403,",,X",,,0.04,",,0,2400",,,,,,,,,65,",,0",34,",,0",,,300,",,X",300,",,X",,,30,",,X",34,",,X",,,,,,,,,,,,,,,,,,,,,,,,,1,",,X",,,1,",,0",,,1,",,0",,,,,,,,,,
USW00003017,"DENVER INTERNATIONAL AIRPORT, CO US",39.84657,-104.65623,1647.2,10/17/1996,12.97,",,X",337,",,X",,,0,",,0,2400",,,,,,,,,48,",,0",23,",,0",,,320,",,X",280,",,X",,,30,",,X",33.1,",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00003017,"DENVER INTERNATIONAL AIRPORT, CO US",39.84657,-104.65623,1647.2,10/18/1996,8.72,",,X",2242,",,X",,,0,",,0,2400",,,,,,,,,73,",,0",23,",,0",,,200,",,X",200,",,X",,,19.9,",,X",21.9,",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00003017,"DENVER INTERNATIONAL AIRPORT, CO US",39.84657,-104.65623,1647.2,10/19/1996,11.41,",,X",2034,",,X",,,0,",,0,2400",,,,,,,,,77,",,0",38,",,0",,,20,",,X",250,",,X",,,25.9,",,X",32,",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00003017,"DENVER INTERNATIONAL AIRPORT, CO US",39.84657,-104.65623,1647.2,10/20/1996,8.28,",,X",1708,",,X",,,0.03,",,0,2400",,,,,,,,,42,",,0",29,",,0",,,30,",,X",20,",,X",,,19.9,",,X",21.9,",,X",1,",,0",,,,,,,,,,,,,,,,,,,,,1,",,X",,,,,,,,,1,",,0",1,",,X",,,1,",,X",,,,
USW00003017,"DENVER INTERNATIONAL AIRPORT, CO US",39.84657,-104.65623,1647.2,10/21/1996,7.16,",,X",1128,",,X",,,0,",,0,2400",,,,,,,,,42,",,0",20,",,0",,,20,",,X",20,",,X",,,19.9,",,X",23.9,",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00003017,"DENVER INTERNATIONAL AIRPORT, CO US",39.84657,-104.65623,1647.2,10/22/1996,8.5,",,X",601,",,X",,,0,",,0,2400",,,,,,,,,57,",,0",23,",,0",,,210,",,X",210,",,X",,,15,",,X",16.1,",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00003017,"DENVER INTERNATIONAL AIRPORT, CO US",39.84657,-104.65623,1647.2,10/23/1996,8.72,",,X",937,",,X",,,0,",,0,2400",,,,,,,,,61,",,0",29,",,0",,,130,",,X",130,",,X",,,21,",,X",23,",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00003017,"DENVER INTERNATIONAL AIRPORT, CO US",39.84657,-104.65623,1647.2,10/24/1996,8.95,",,X",957,",,X",,,0,",,0,2400",,,,,,,,,63,",,0",32,",,0",,,200,",,X",220,",,X",,,17,",,X",21,",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00003017,"DENVER INTERNATIONAL AIRPORT, CO US",39.84657,-104.65623,1647.2,10/25/1996,12.53,",,X",1014,",,X",,,0,",,0,2400",,,,,,,,,62,",,0",30,",,0",,,190,",,X",190,",,X",,,31.1,",,X",34,",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00003017,"DENVER INTERNATIONAL AIRPORT, CO US",39.84657,-104.65623,1647.2,10/26/1996,16.33,",,X",1524,",,X",,,0.32,",,0,2400",,,,,,,,,42,",,0",29,",,0",,,20,",,X",260,",,X",,,28,",,X",33.1,",,X",1,",,0",,,,,,,,,,,,,,,,,,,,,1,",,X",,,,,1,",,0",,,1,",,0",,,,,,,,,,
USW00003017,"DENVER INTERNATIONAL AIRPORT, CO US",39.84657,-104.65623,1647.2,10/27/1996,4.7,",,X",1522,",,X",,,0,",,0,2400",,,,,,,,,52,",,0",26,",,0",,,150,",,X",140,",,X",,,13,",,X",15,",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00003017,"DENVER INTERNATIONAL AIRPORT, CO US",39.84657,-104.65623,1647.2,10/28/1996,11.63,",,X",1545,",,X",,,0,",,0,2400",,,,,,,,,67,",,0",29,",,0",,,170,",,X",160,",,X",,,36.9,",,X",40,",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00003017,"DENVER INTERNATIONAL AIRPORT, CO US",39.84657,-104.65623,1647.2,10/29/1996,18.57,",,X",621,",,X",,,0,"T,,0,2400",,,,,,,,,60,",,0",34,",,0",,,290,",,X",290,",,X",,,36.9,",,X",42.9,",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,",,0",,,1,",,0",,,,,,,,,,
USW00003017,"DENVER INTERNATIONAL AIRPORT, CO US",39.84657,-104.65623,1647.2,10/30/1996,8.95,",,X",2212,",,X",,,0,",,0,2400",,,,,,,,,44,",,0",27,",,0",,,80,",,X",50,",,X",,,15,",,X",17,",,X",1,",,0",1,",,X",,,,,,,,,,,,,,,,,,,1,",,X",,,,,,,,,,,,,1,",,X",1,",,X",,,,
USW00003017,"DENVER INTERNATIONAL AIRPORT, CO US",39.84657,-104.65623,1647.2,10/31/1996,6.93,",,X",1457,",,X",,,0,"T,,0,2400",,,,,,,,,32,",,0",28,",,0",,,20,",,X",20,",,X",,,11,",,X",13,",,X",1,",,0",1,",,X",,,,,,,1,",,0",,,,,,,,,,,1,",,X",,,1,",,X",1,",,0",,,,,,,,,1,",,X",,,,
USW00003017,"DENVER INTERNATIONAL AIRPORT, CO US",39.84657,-104.65623,1647.2,11/1/1996,6.26,",,X",2238,",,X",,,0,"T,,0,2400",,,,,,,,,51,",,0",26,",,0",,,190,",,X",190,",,X",,,14.1,",,X",14.1,",,X",1,",,0",,,,,,,,,,,,,,,,,,,,,1,",,X",,,,,,,,,1,",,0",,,,,,,,,,
USW00003017,"DENVER INTERNATIONAL AIRPORT, CO US",39.84657,-104.65623,1647.2,11/2/1996,8.05,",,X",2129,",,X",,,0,",,0,2400",,,,,,,,,63,",,0",28,",,0",,,230,",,X",230,",,X",,,15,",,X",16.1,",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00003017,"DENVER INTERNATIONAL AIRPORT, CO US",39.84657,-104.65623,1647.2,11/3/1996,7.83,",,X",2104,",,X",,,0.1,",,0,2400",,,,,,,,,64,",,0",33,",,0",,,30,",,X",40,",,X",,,14.1,",,X",17.9,",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,",,0",,,,,,,,,,,,,,
USW00003017,"DENVER INTERNATIONAL AIRPORT, CO US",39.84657,-104.65623,1647.2,11/4/1996,7.61,",,X",102,",,X",,,0,",,0,2400",,,,,,,,,61,",,0",32,",,0",,,300,",,X",300,",,X",,,19.9,",,X",23.9,",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00003017,"DENVER INTERNATIONAL AIRPORT, CO US",39.84657,-104.65623,1647.2,11/5/1996,12.08,",,X",1416,",,X",,,0,",,0,2400",,,,,,,,,64,",,0",29,",,0",,,20,",,X",10,",,X",,,31.1,",,X",36,",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00003017,"DENVER INTERNATIONAL AIRPORT, CO US",39.84657,-104.65623,1647.2,11/6/1996,8.95,",,X",1842,",,X",,,0,",,0,2400",,,,,,,,,45,",,0",24,",,0",,,290,",,X",290,",,X",,,25.1,",,X",30,",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00003017,"DENVER INTERNATIONAL AIRPORT, CO US",39.84657,-104.65623,1647.2,11/7/1996,15.43,",,X",1233,",,X",,,0,",,0,2400",,,,,,,,,48,",,0",21,",,0",,,300,",,X",300,",,X",,,34,",,X",40,",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00003017,"DENVER INTERNATIONAL AIRPORT, CO US",39.84657,-104.65623,1647.2,11/8/1996,12.3,",,X",1323,",,X",,,0,",,0,2400",,,,,,,,,58,",,0",15,",,0",,,290,",,X",290,",,X",,,30,",,X",32,",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00003017,"DENVER INTERNATIONAL AIRPORT, CO US",39.84657,-104.65623,1647.2,11/9/1996,7.61,",,X",1513,",,X",,,0,",,0,2400",,,,,,,,,63,",,0",31,",,0",,,90,",,X",90,",,X",,,15,",,X",17.9,",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00003017,"DENVER INTERNATIONAL AIRPORT, CO US",39.84657,-104.65623,1647.2,11/10/1996,8.5,",,X",2229,",,X",,,0,",,0,2400",,,,,,,,,66,",,0",33,",,0",,,200,",,X",200,",,X",,,15,",,X",16.1,",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00003017,"DENVER INTERNATIONAL AIRPORT, CO US",39.84657,-104.65623,1647.2,11/11/1996,6.49,",,X",1530,",,X",,,0,",,0,2400",,,,,,,,,57,",,0",25,",,0",,,70,",,X",50,",,X",,,15,",,X",16.1,",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00003017,"DENVER INTERNATIONAL AIRPORT, CO US",39.84657,-104.65623,1647.2,11/12/1996,7.61,",,X",1914,",,X",,,0,",,0,2400",,,,,,,,,67,",,0",22,",,0",,,200,",,X",200,",,X",,,17,",,X",17.9,",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00003017,"DENVER INTERNATIONAL AIRPORT, CO US",39.84657,-104.65623,1647.2,11/13/1996,9.17,",,X",1438,",,X",,,0,",,0,2400",,,,,,,,,53,",,0",24,",,0",,,60,",,X",70,",,X",,,15,",,X",16.1,",,X",1,",,0",,,,,,,,,,,,,,,,,,,,,1,",,X",,,,,,,,,,,,,,,,,,,,
USW00003017,"DENVER INTERNATIONAL AIRPORT, CO US",39.84657,-104.65623,1647.2,11/14/1996,4.03,",,X",1831,",,X",,,0,"T,,0,2400",,,0,"T,Z,0",,,,,33,",,0",25,",,0",,,240,",,X",240,",,X",,,11,",,X",14.1,",,X",1,",,0",1,",,X",,,,,,,,,,,1,",,0",,,,,,,1,",,X",,,,,,,,,1,",,0",,,,,1,",,X",,,,
USW00003017,"DENVER INTERNATIONAL AIRPORT, CO US",39.84657,-104.65623,1647.2,11/15/1996,8.28,",,X",2225,",,X",,,0.08,",,0,2400",,,,,,,,,35,",,0",24,",,0",,,70,",,X",70,",,X",,,15,",,X",17,",,X",1,",,0",1,",,X",,,,,,,1,",,0",,,,,,,,,,,1,",,X",,,1,",,X",1,",,0",,,1,",,0",,,,,1,",,X",,,,
USW00003017,"DENVER INTERNATIONAL AIRPORT, CO US",39.84657,-104.65623,1647.2,11/16/1996,11.63,",,X",346,",,X",,,0.09,",,0,2400",,,,,,,,,29,",,0",4,",,0",,,50,",,X",50,",,X",,,21,",,X",23,",,X",1,",,0",,,,,,,,,,,,,,,,,,,,,1,",,X",,,,,,,,,1,",,0",,,,,,,,,,
USW00003017,"DENVER INTERNATIONAL AIRPORT, CO US",39.84657,-104.65623,1647.2,11/17/1996,8.28,",,X",1447,",,X",,,0,",,0,2400",,,,,,,,,40,",,0",5,",,0",,,170,",,X",170,",,X",,,17,",,X",17.9,",,X",1,",,0",,,,,,,,,,,,,,,,,,,,,1,",,X",,,,,,,,,,,,,,,,,,,,
USW00003017,"DENVER INTERNATIONAL AIRPORT, CO US",39.84657,-104.65623,1647.2,11/18/1996,7.61,",,X",606,",,X",,,0,",,0,2400",,,,,,,,,51,",,0",31,",,0",,,200,",,X",200,",,X",,,16.1,",,X",17,",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00003017,"DENVER INTERNATIONAL AIRPORT, CO US",39.84657,-104.65623,1647.2,11/19/1996,10.07,",,X",1211,",,X",,,0,",,0,2400",,,,,,,,,73,",,0",38,",,0",,,280,",,X",290,",,X",,,30,",,X",33.1,",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00003017,"DENVER INTERNATIONAL AIRPORT, CO US",39.84657,-104.65623,1647.2,11/20/1996,12.3,",,X",1130,",,X",,,0,",,0,2400",,,,,,,,,67,",,0",29,",,0",,,290,",,X",300,",,X",,,31.1,",,X",38,",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00003017,"DENVER INTERNATIONAL AIRPORT, CO US",39.84657,-104.65623,1647.2,11/21/1996,4.7,",,X",37,",,X",,,0,",,0,2400",,,,,,,,,46,",,0",24,",,0",,,80,",,X",80,",,X",,,13,",,X",14.1,",,X",1,",,0",1,",,X",,,,,,,,,,,,,,,,,,,1,",,X",,,,,,,,,,,,,1,",,X",1,",,X",,,,
USW00003017,"DENVER INTERNATIONAL AIRPORT, CO US",39.84657,-104.65623,1647.2,11/22/1996,7.16,",,X",2020,",,X",,,0,",,0,2400",,,,,,,,,53,",,0",26,",,0",,,200,",,X",200,",,X",,,17.9,",,X",21,",,X",1,",,0",,,,,,,,,,,,,,,,,,,,,1,",,X",,,,,,,,,,,,,,,,,,,,
USW00003017,"DENVER INTERNATIONAL AIRPORT, CO US",39.84657,-104.65623,1647.2,11/23/1996,5.37,",,X",955,",,X",,,0.09,",,0,2400",,,1,",Z,0",,,,,46,",,0",15,",,0",,,70,",,X",60,",,X",,,17,",,X",17.9,",,X",1,",,0",1,",,X",,,,,,,1,",,0",,,,,,,,,,,1,",,X",,,1,",,X",1,",,0",,,1,",,0",,,,,1,",,X",,,,
USW00003017,"DENVER INTERNATIONAL AIRPORT, CO US",39.84657,-104.65623,1647.2,11/24/1996,7.83,",,X",1507,",,X",,,0,",,0,2400",,,,,,,,,41,",,0",10,",,0",,,120,",,X",130,",,X",,,15,",,X",17,",,X",1,",,0",1,",,X",,,,,,,,,,,,,,,,,,,1,",,X",,,,,,,,,,,,,,,1,",,X",,,,
USW00003017,"DENVER INTERNATIONAL AIRPORT, CO US",39.84657,-104.65623,1647.2,11/25/1996,7.38,",,X",2213,",,X",,,0,",,0,2400",,,,,,,,,52,",,0",25,",,0",,,200,",,X",200,",,X",,,15,",,X",16.1,",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00003017,"DENVER INTERNATIONAL AIRPORT, CO US",39.84657,-104.65623,1647.2,11/26/1996,6.71,",,X",19,",,X",,,0.01,",,0,2400",,,0,"T,Z,0",,,,,32,",,0",24,",,0",,,310,",,X",310,",,X",,,16.1,",,X",17,",,X",1,",,0",,,,,,,,,,,,,,,,,,,,,1,",,X",,,,,,,,,1,",,0",,,,,,,,,,
USW00003017,"DENVER INTERNATIONAL AIRPORT, CO US",39.84657,-104.65623,1647.2,11/27/1996,8.5,",,X",2057,",,X",,,0,"T,,0,2400",,,,,,,,,44,",,0",12,",,0",,,200,",,X",200,",,X",,,17,",,X",19.9,",,X",1,",,0",1,",,X",,,,,,,,,,,,,,,,,,,1,",,X",,,,,,,,,1,",,0",,,1,",,X",1,",,X",,,,
USW00003017,"DENVER INTERNATIONAL AIRPORT, CO US",39.84657,-104.65623,1647.2,11/28/1996,8.72,",,X",644,",,X",,,0,",,0,2400",,,,,,,,,58,",,0",27,",,0",,,210,",,X",210,",,X",,,16.1,",,X",17,",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
